context,factor,low_level,high_level,matches_per_level,weak_win_effect,weak_win_ci_low,weak_win_ci_high,weak_win_seed_clusters,weak_round_margin_effect,weak_round_margin_ci_low,weak_round_margin_ci_high,weak_round_margin_seed_clusters,weak_score_effect,weak_score_ci_low,weak_score_ci_high,weak_score_seed_clusters,strong_score_effect,strong_score_ci_low,strong_score_ci_high,strong_score_seed_clusters,rounds_won_added,rounds_won_added_ci_low,rounds_won_added_ci_high,opponent_rounds_denied,opponent_rounds_denied_ci_low,opponent_rounds_denied_ci_high,margin_reconciliation_error,seed_block_sign_agreement,baseline_level,treatment_level,weak_win_effect_pp
equal_75v75_core,tactic_map_control,50,25,450,0.04222222222222223,0.009256048692592028,0.07518839575185243,45,0.5688888888888889,0.18293167563844448,0.9548461021393333,45,0.25555555555555554,0.010513133857285112,0.5005979772538259,45,-0.31333333333333335,-0.6447768431173306,0.018110176450663984,45,0.25555555555555554,0.010513133857285112,0.5005979772538259,0.31333333333333335,-0.018110176450663984,0.6447768431173306,0.0,1.0,50,25,4.222222222222223
equal_75v75_core,tactic_map_control,50,75,450,0.006666666666666666,-0.024972976927035262,0.0383063102603686,45,0.08888888888888889,-0.24963507210524893,0.42741284988302675,45,0.013333333333333303,-0.2764364889600201,0.3031031556266867,45,-0.07555555555555557,-0.28282833451232836,0.1317172234012172,45,0.013333333333333303,-0.2764364889600201,0.3031031556266867,0.07555555555555557,-0.1317172234012172,0.28282833451232836,1.3877787807814457e-17,0.6666666666666666,50,75,0.6666666666666666
equal_75v75_core,tactic_pace,50,0,450,0.013333333333333336,-0.02267310887080158,0.04933977553746825,45,-0.017777777777777743,-0.4311174537042264,0.39556189814867093,45,0.008888888888888877,-0.28483410650826385,0.30261188428604163,45,0.026666666666666686,-0.25952728425696,0.3128606175902933,45,0.008888888888888877,-0.28483410650826385,0.30261188428604163,-0.026666666666666686,-0.3128606175902933,0.25952728425696,6.591949208711867e-17,0.6666666666666666,50,0,1.3333333333333335
equal_75v75_core,tactic_pace,50,100,450,-0.06222222222222222,-0.10484915283243097,-0.01959529161201347,45,-0.9155555555555555,-1.3852822848616413,-0.4458288262494697,45,-0.5044444444444445,-0.8325509994306401,-0.17633788945824885,45,0.4111111111111111,0.06801265606691126,0.754209566155311,45,-0.5044444444444445,-0.8325509994306401,-0.17633788945824885,-0.4111111111111111,-0.754209566155311,-0.06801265606691126,1.1102230246251565e-16,1.0,50,100,-6.222222222222222
equal_75v75_core,tactic_pace,50,25,450,6.167905692361981e-19,-0.024807459960968423,0.024807459960968423,45,0.013333333333333315,-0.31773861677728654,0.34440528344395316,45,0.02666666666666668,-0.1993763529591153,0.25270968629244867,45,0.013333333333333348,-0.2668628728516329,0.29352953951829963,45,0.02666666666666668,-0.1993763529591153,0.25270968629244867,-0.013333333333333348,-0.29352953951829963,0.2668628728516329,-1.5612511283791264e-17,0.3333333333333333,50,25,6.167905692361981e-17
equal_75v75_core,tactic_pace,50,75,450,-0.07111111111111112,-0.10477513117552849,-0.03744709104669376,45,-0.7155555555555555,-1.1013072002958673,-0.32980391081524363,45,-0.3222222222222222,-0.6340398490842536,-0.010404595360190727,45,0.39333333333333326,0.08914086452065029,0.6975258021460162,45,-0.3222222222222222,-0.6340398490842536,-0.010404595360190727,-0.39333333333333326,-0.6975258021460162,-0.08914086452065029,-5.551115123125783e-17,1.0,50,75,-7.1111111111111125
equal_75v75_core,tactic_util_discipline,50,0,450,0.03333333333333334,0.01307812709370116,0.05358853957296552,45,0.4533333333333332,0.2716451495141443,0.6350215171525221,45,0.25555555555555554,0.12295656000349842,0.38815455110761266,45,-0.19777777777777775,-0.32483603857263493,-0.07071951698292056,45,0.25555555555555554,0.12295656000349842,0.38815455110761266,0.19777777777777775,0.07071951698292056,0.32483603857263493,-8.326672684688674e-17,1.0,50,0,3.333333333333334
equal_75v75_core,tactic_util_discipline,50,100,450,-0.08222222222222222,-0.11805097910122248,-0.04639346534322198,45,-1.0799999999999998,-1.5085591921844168,-0.651440807815583,45,-0.5555555555555556,-0.9107186588181968,-0.2003924522929144,45,0.5244444444444445,0.19557601338381864,0.8533128755050703,45,-0.5555555555555556,-0.9107186588181968,-0.2003924522929144,-0.5244444444444445,-0.8533128755050703,-0.19557601338381864,2.220446049250313e-16,1.0,50,100,-8.222222222222223
equal_75v75_core,tactic_util_discipline,50,25,450,0.02,0.00354459266154062,0.03645540733845938,45,0.18666666666666668,0.05085101529960537,0.32248231803372795,45,0.12000000000000001,0.0274889049743907,0.21251109502560933,45,-0.06666666666666667,-0.15948768247672293,0.0261543491433896,45,0.12000000000000001,0.0274889049743907,0.21251109502560933,0.06666666666666667,-0.0261543491433896,0.15948768247672293,0.0,0.6666666666666666,50,25,2.0
equal_75v75_core,tactic_util_discipline,50,75,450,-0.026666666666666665,-0.0576511742269859,0.004317840893652575,45,-0.42444444444444446,-0.7636907636095419,-0.085198125279347,45,-0.24444444444444444,-0.6107533143389997,0.12186442545011086,45,0.18,-0.04714748566715393,0.4071474856671539,45,-0.24444444444444444,-0.6107533143389997,0.12186442545011086,-0.18,-0.4071474856671539,0.04714748566715393,-2.7755575615628914e-17,1.0,50,75,-2.6666666666666665
equal_75v75_core,touchline_shout,none,demand_effort,450,-0.08000000000000002,-0.1208131096833939,-0.03918689031660614,45,-1.2955555555555556,-1.7058900186911718,-0.8852210924199393,45,-0.7400000000000001,-1.0128369513697377,-0.46716304863026237,45,0.5555555555555556,0.30414972138241975,0.8069613897286914,45,-0.7400000000000001,-1.0128369513697377,-0.46716304863026237,-0.5555555555555556,-0.8069613897286914,-0.30414972138241975,1.1102230246251565e-16,1.0,none,demand_effort,-8.000000000000002
equal_75v75_core,touchline_shout,none,encourage,450,0.11777777777777777,0.08892645022247334,0.1466291053330822,45,1.5444444444444445,1.2068711775248149,1.8820177113640741,45,0.5933333333333333,0.38752608435607316,0.7991405823105934,45,-0.9511111111111112,-1.2261364045304615,-0.676085817691761,45,0.5933333333333333,0.38752608435607316,0.7991405823105934,0.9511111111111112,0.676085817691761,1.2261364045304615,0.0,1.0,none,encourage,11.777777777777777
equal_75v75_core,touchline_shout,none,focus,450,0.024444444444444446,-0.004311925110363216,0.05320081399925211,45,0.27999999999999997,-0.01759303043887639,0.5775930304388763,45,0.08666666666666664,-0.10714930443841733,0.28048263777175064,45,-0.19333333333333333,-0.3999364369775815,0.013269770310914863,45,0.08666666666666664,-0.10714930443841733,0.28048263777175064,0.19333333333333333,-0.013269770310914863,0.3999364369775815,0.0,0.6666666666666666,none,focus,2.4444444444444446
equal_75v75_core,touchline_shout,none,play_safe,450,0.08000000000000002,0.043428272966939206,0.11657172703306082,45,1.068888888888889,0.6431524851704629,1.4946252926073151,45,0.41555555555555557,0.15823027490070835,0.6728808362104028,45,-0.6533333333333333,-0.9715141925972495,-0.33515247406941717,45,0.41555555555555557,0.15823027490070835,0.6728808362104028,0.6533333333333333,0.33515247406941717,0.9715141925972495,1.1102230246251565e-16,1.0,none,play_safe,8.000000000000002
equal_75v75_mechanisms,igl_experience,100,40,450,-0.006666666666666668,-0.016589650651054038,0.003256317317720702,45,-0.06444444444444446,-0.15300291995483395,0.02411403106594502,45,0.00444444444444444,-0.08195666709527491,0.0908455559841638,45,0.06888888888888889,0.014605607985300861,0.12317216979247692,45,0.00444444444444444,-0.08195666709527491,0.0908455559841638,-0.06888888888888889,-0.12317216979247692,-0.014605607985300861,-1.3877787807814457e-17,1.0,100,40,-0.6666666666666667
